id,Sentence,Sentiment
1268,diluted earnings per share eps fell to eur 063 from eur 171,neutral
1269,refileaviva investors to move 34 bln euros in assets from axa fund arm,negative
1270,the new agreement which expands a longestablished cooperation between the companies involves the transfer of certain engineering and documentation functions from larox to etteplan,positive
1271,the value of the orders is over eur 10mn,neutral
1272,the ebrd is using its own funds to provide a 216 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks nordea bank finland plc 77 million euros and pohjola bank plc 23 million euros,neutral
1273,the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean africa and north america says uwe bakosch,positive
1274,it projected revenue of 22 billion to 23 billion slightly higher than analyst estimates of 219 billion,positive
1275,nonwovens and specialty papers made by ahlstrom are used in a large variety of everyday products eg in filters wipes flooring labels and tapes,neutral
1276,sampo bank s market share of lending was 136 down from 144 in the first quarter of 2008,negative
1277,curators have divided their material into eight themes,neutral
1278,operating profit totalled eur 830 mn up from eur 235 mn yearonyear,positive
1279,neste oil extended yesterday s gains and put on 049 pct to 2272 eur while utility fortum shed 114 pct to 2076 eur,neutral
1280,nordic banks have already had to write off sizable loans in latvia with swedbank nordea dnb nor and seb reporting combined losses in excess of 135 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia,negative
1281,johnson matthey share price slumps as company posts fullyear results,negative
1282,long endp 2623 on agn bo rumor,positive
1283,aapl afternoon selloff as usual will be brutal get ready to lose a ton of money,negative
1284,the bank of tokyomitsubishi ufj ltd acted as agent for the loan,neutral
1285,however the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry and they impacted on our results,negative
1286,that would be an increase from estimated sales of 117 million last year,positive
1287,the operating profit for grain trading increased to eur 20 mn from eur 14 mn in 2005,positive
1288,as such the space has blond wood floors unlike the rest of the store and a notably scandinavian vibe,neutral
1289,finnish bank of land s consolidated net operating profit increased from eur 48 mn in the first quarter of 2005 to eur 64 mn in the first quarter of 2006,positive
1290,according to ceo matti perkonoja of the parent company hkscan the company s performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009,negative
1291,aapl price momentum weakening going into the close,negative
1292,last year 83 million passengers flew the airline down 4 percent from 2007,negative
1293,earlier today geberit s finnish rival uponor oyj cut its fullyear sales growth forecast to 6 pct from 10 pct blaming tough conditions in germany and the us as well as currency factors,negative
1294,in finland finnish pharmaceutical company orion corporation omx helsinki ornav said on wednesday 7 january that it has concluded its personnel negotiations in finland and will reduce the number of personnel by 205,negative
1295,aspocomp said it will spin off its chinese and indian units and some equipment from its salo plant in finland into a newlyformed unit most of which it will then sell on to hong konglisted meadville,neutral
1296,this one was at one time targeted for june 5 but if we had to guess it s been pushed back maybe we re crazy but we feel like it has nt leaked enough to meet that date at this point,neutral
1297,alma media s net sales in 2009 totalled meur 3078 with an operating margin of 135 per cent,neutral
1298,aapl 50dma turned up macd crossover a halfahair away on the weekly eod break out likely,positive
1299,the poorest index figure was given to finnish power company fortum 45,negative
1300,the company will release its 2010 results on 11 february 2011,neutral
1301,alma media holds 70 of this company the remaining shares being owned by the company s key employees,neutral
1302,finnish forest industry group stora enso oyj issued on thursday 20 march a profit warning for the first quarter 2008,negative
1303,ftse falls to 3month low on greek debt concerns easyjet skids,negative
1304,stole my tweet really wouldnt be surprised if we took out 423 and pinned around it rt totalguru we could possibly even see425 today aapl,positive
1305,diageo sales disappoint as currency and comparatives leave bitter taste,negative
1306,luv continues to consolidate above previous break out area,positive
1307,double bottom with handle buy point of 5649 wmt httpchartlyml857v3,positive
1308,stora enso oyj said its secondquarter result would fall by half compared with the same period in 2007,neutral
1309,profit before taxes decreased by 9 to eur 1878 mn in the first nine months of 2008 compared to eur 2071 mn a year earlier,negative
1310,long x 2462,positive
1311,profit for the period was eur 109 mn down from eur 143 mn in 2009,negative
1312,diluted earnings per share eps declined to eur 078 from eur 176,negative
1313,group net sales in the third quarter of 2007 totaled eur 1423 mn and operating profit eur 43 mn,neutral
1314,the seawind that was en route from the finnish port of turku to stockholm got stuck in ice already around 4 pm on wednesday and the regal star s journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at 2 am on thursday,negative
1315,sonc amazing run since middle of march obvious that the qualitytastiness of their burgers is not being factored into this price advance,positive
1316,the most loyal customers were found in the bank of land with an index of 80,positive
1317,the offer represents a premium of 24 over the stock s closing price on friday,positive
1318,the contract includes software licences application maintenance and training,neutral
1319,in addition the production at the varpaisj rvi factory will be stopped at the beginning of april 2009,negative
1320,netapp downgraded by macquarie to underperform 2200 pt httpstcoxcngws0t4q ntap ntap via ratingsnetwork,negative
1321,volc this stock has a very very very very very high probability of rallying tomorrow andor early next week,positive
1322,homeowners across north america have green experiences to share from cost savings to clean and ecofriendly heating,neutral
1323,quartal oy now owns 2094063 shares in satama interactive plc which represents 519 per cent of the share capital and voting rights,neutral
1324,net sales surged by 185 to eur167 8 m teleste said that eur20 4 m or 122 of the sales came from the acquisitions made in 2009,positive
1325,dubai nokia has announced the launch of comes with music its groundbreaking service which introduces a new way for people to enjoy music,positive
1326,fb down 75 from this bearish pattern considering the bullish sentiment thats an impressive bearish move httpstcotajf0ch2qh,negative
1327,it s fingerfriendly and to my opinion really fast,neutral
1328,scania morgan stanley lifted the share target on swedish heavyduty truck and bus maker scania ab to 330 crowns 424 352 euro from 310 crowns 398 331 euro,positive
1329,since the association s data do not cover sales figures from about 100 small local breweries and sales of imported beer products the actual market shares of its members are smaller than those given in the report,negative
1330,in addition the kazakh delegation will visit finland s sitra investment fund honkarakenne ltd and nokia headquarters to study teliasonera ltd jsc s activities,neutral
1331,acando ab acanb ss fell 89 percent to 1335 kronor the lowest close since dec 11,negative
1332,around 250 of these reductions will be implemented through pension arrangements,neutral
1333,finnish meat company atria can no longer promise a sufficient amount of domestic beef to its customers,negative
1334,the fair value of the company s investment properties went down to eur2 769 bn at the end of september 2009 from eur2 878 bn a year earlier,negative
1335,the airline estimated that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the company a loss of eur20m including the costs of stranded passengers accommodation,negative
1336,mr ashley deputy executive chairman of sports direct sold a 43pc stake in the company for more than pounds 900m at the time of the float,neutral
1337,the fivestorey ecoefficient building will have a gross floor area of about 15000 sq m it will also include apartments,neutral
1338,shells 70 billion bg deal meets shareholder skepticism,negative
1339,teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas,neutral
1340,it also includes the installation of new equipment training and startup services as well as service work of the shoe press delivered by vaahto in 2001,neutral
1341,tikkurila a division of kemira group controls about 23 of the russian market in its field and owns st petersburg paint producer tex,neutral
1342,megafon s subscriber base increased 161 in 2009 to 505 million users as of december 31 while its market share by the number of customers amounted to 24 as of late 2009 up from 23 as of late 2008 according to teliasonera estimates,positive
1343,earnings per share eps in 2005 decreased to eur1 87 from eur1 89 in 2003,negative
1344,hopeturock yes the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected yhoo,positive
1345,the deal includes the entire personnel of planmill oy who will transfer to the new company as socalled old employees,neutral
1346,raute headquartered in nastola finland is a technology company serving the wood products industry worldwide,neutral
1347,aapl iphone shipments on track to exceed forecasts marketwatch httpstco2cxahjix7d,positive
1348,glaxosmithkline set to complete 20 billion novartis asset swap next week,positive
1349,juha haapakoski will continue as editorinchief with budget responsibility also with the new publisher,neutral
1350,finnish vaahto group that provides papermaking technology and process machinery is starting negotiations concerning the temporary layoffs of all 140 employees at the company s plants in hollola and tampere in finland,negative
1351,several large stocks tacked lower however,negative
1352,the natural source of isoprene is the tree species hevea brasiliensis also known as the rubber tree,neutral
1353,the customer is then forwarded to the site and unknown to him logged in with the first number,neutral
1354,cost cutting measures which have produced around eur70m of savings over the past nine months have dampened the airline s loss finnair said,positive
1355,edu bouncing nicely after addon posted,positive
1356,companiesdixons carphone to close 134 uk stores as sales jump,positive
1357,both operating profit and turnover for the sixmonth period increased respectively from eur0 1 m and eur29 0 m as compared to the corresponding period a year ago,positive
1358,chessnwine iwm 30minute chart small caps threatening descending triangle breakdown under 11020 httpstkscor0kkm,negative
1359,operating profit decreased to eur 112 mn from eur 166 mn,neutral
1360,of the price kesko s share is 10 mln euro 155 mln and it will recognize a gain of 40 mln euro 62 mln on the disposal which will be included in the result for the second quarter of 2008,positive
1361,many of the commercial vessels had got stuck in the narrow bay of bothnia where the ice is thicker and around the aaland islands,negative
1362,the representative body of swedish meats approved an improved offer from finnish hk ruokatalo to acquire the company,positive
1363,we are very pleased with the fine cooperation between the two countries in recent times he said,positive
1364,finnish aktia group s operating profit rose to eur 175 mn in the first quarter of 2010 from eur 82 mn in the first quarter of 2009,positive
1365,validating our fgvoip client through symbian signed represents a significant step forward in accomplishing this goal,positive
1366,operating profit improved by 399 to eur 180 mn from eur12 8 mn,positive
1367,operating profit excluding nonrecurring items decreased to eur 62 mn from eur 168 mn in 2007 representing 23 of net sales,negative
1368,the baltimore police and fire pension which has about 15 billion lost about 35 million in madoff ponzi scheme,negative
1369,operating profit for the ninemonth period decreased from eur19 9 m while net sales increased from eur155 7 m as compared to the corresponding period in 2007,negative
1370,there s the issue of thieves stealing them from building sites said mr smith,neutral
1371,finnish textiles and clothing group marimekko oyj posted a net profit of 799 mln euro 104 mln for 2006 compared to 84 mln euro 109 mln for 2005,negative
1372,byline tim moran cellular phone giant nokia corp is offering 81 billion for digital map supplier navteq corp of chicago,neutral
1373,exports of goods fell by 59 and imports by 167,negative
1374,small firms are suffering at the moment because they are likely to have money trouble he added,negative
1375,the decision means temporary layoffs of fixed duration at the company s nastola and jyvaskyla units in southern and central finland respectively,neutral
1376,a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members,negative
1377,casinos red before the bell lvs 075 wynn 047 wynn 047 unusual comibinations of whats running whats red before the bell,negative
1378,tielinja generated net sales of 75 mln euro 96 mln in 2005,neutral
1379,he joins technopolis from kone where he has held various positions within the group most recently as director of service business and business development for kone s middle eastern operations,neutral
1380,vacon controls a further 5 of the company via investment fund power fund i eur 10 usd 1397,neutral
1381,nke gapping up to all time highs httpstkscoq1jau tradeideas httpstkscor1j6c,positive
1382,the subscriptions increase cargotec s share capital by 36780 euros,positive
1383,belarus oao lidskoe pivo brewery based in the grodno region reported a 11 decrease in output to 1045 million decaliters in januarymarch 2010 a representative in the administration of the company told,negative
1384,companiestesco off to a bad start over xmas kantar,negative
1385,neste oil s board proposed 100 eur dividend for the fullyear 2007 compared with 090 eur a year ago,positive
1386,the company expects its net sales for the whole of 2007 to be eur 950mn1 000 mn,neutral
1387,tesco share price down as grocer faces sfo investigation outcome,negative
1388,the department store division s sales fell by 86 to eur 1402 mn,neutral
1389,emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet,negative
1390,hrl ready to pop httpstkscos0ny4,positive
1391,earnings per share eps dropped to eur 021 from eur 031,neutral
1392,lulu httpstkscoo17i bounced off support early in week now indicators turning up rsi macd smi worth a look,positive
1393,the company s profit totaled ls 578100 in h1 2007 down 309 yearonyear,negative
1394,baird upgrades tesla motors tsla to outperform httpstco1fa6atoqlw,positive
1395,marimekko operates in an industry in which changes in the business climate are reflected in consumer demand,neutral
1396,the layoffs will affect 240 people out of the total 320 okmetic employees in finland,negative
1397,however the orders received during the period under review fell by 17 quarteronquarter from the eur 213 million recorded in the second quarter of 2010,neutral
1398,the fouryear contract between the bank and ski sport finland will bring the bank s advertisements to skiers helmets and caps,neutral
1399,operating profit totalled eur 302 mn down from eur 438 mn a year earlier,negative
1400,uk stocks resume gains to rally to record crh tullow climb,positive
1401,elcoteq se is listed on the nasdaq omx helsinki ltd,neutral
1402,net sales decreased to eur 2205 mn from eur 4700 mn in the corresponding period in 2009,negative
1403,finnish forestry company upmkymmene and waste management company lassila tikanoja said on jan 30 they were planning to produce ethanol and energy from commercial and industrial waste,neutral
1404,renn topping tail 5 min chart at 731 short from here,negative
1405,rt alphatrends vmarkets are still acting weak httpstksco1agn spy qqq xlf smh iwm,negative
1406,glencore slumps 30 percent as debt fears grow,negative
1407,the operating margin came down to 24 from 57,negative
1408,business boomed after ostrom helped plant a small story about rapala lures in a life magazine issue that featured marilyn monroe on the cover,positive
1409,dmnd green and moving,positive
1410,helsinki afx shares closed higher led by nokia after it announced plans to team up with sanyo to manufacture 3g handsets and by nokian tyres after its fourthquarter earnings report beat analysts expectations dealers said,positive
1411,twtr the best scenario going forward is this stock slowly falling everydaywhich is quite probable,negative
1412,the transaction is subject to a final agreement between the parties approvals of their decisionmaking bodies and approval by the finnish competition authority,neutral
1413,finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 16 mln euro 20 mln in the first nine months of 2006 from 216 mln euro 27 mln in the same period of 2005,positive
1414,4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v saw its net profit jump to eur2 1 m for the last quarter of 2010 from eur995 000 for the same period of 2009,positive
1415,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china,neutral
1416,it operates under three distinct brands united supermarkets market street and united supermercado,neutral
1417,tsla on fire what is that 6 up days in a row someone neeeeds in,positive
1418,russia s top container shipping group fesco and finnish logistics company nurminen logistics have started a pilot project offering clients direct intermodal transportation service from finland to asia pacific countries fesco said in a statement,positive
1419,the finnish national carrier said net loss in april through june was euro26 million down from a net profit of euro13 million a year earlier,negative
1420,according to pkc the acquisition would bring a significant addition to pkc s customer base,positive
1421,salcomp oyj the finnish maker of mobile phone chargers monday posted a eur1 49 million loss in the second quarter compared with a 170 million profit in the same period the previous year,negative
1422,gs engineering will install the valves at a liquefied natural gas lng plant it has built for uae lng extraction and gas plants operator gasco in ruwais uae,neutral
1423,technical indicators for the stock are bullish and sp gives nok a positive 4 stars out of 5 buy ranking,positive
1424,the terms of the transactions remained undisclosed,neutral
1425,on the other hand finnish sawmills production has decreased even more,negative
1426,octoberdecember sales were 302 mln eur or a 253 pct increase year on year,positive
1427,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25 to over 35,positive
1428,in finland snow storms brought trees down on power lines cutting off electricity for some 2000 households,negative
1429,the eu commission said earlier it had fined thyssenkrupp united technologies corp s otis schindler ag and kone oyj a total of 9923 mln eur for alleged cartel activity in the lift market going back twelve years,negative
1430,adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a largerthanexpected pretax loss of eur 46 million usd 645 m in the fourth quarter of 2009 from a,neutral
1431,most of the increase in net sales was due to the acquisition of swedish silva that produces garden tools and boats,positive
1432,crk time to accumulate for a long position with far more upside than downside,positive
1433,they both will report to oriolakd s chief executive officer eero hautaniemi,neutral
1434,net sales have been eaten by the weak us dollar,neutral
1435,sales in finland decreased by 105 in january while sales outside finland dropped by 17,negative
1436,favourable currency rates also contributed to higher net sales ceo kari kauniskangas said,positive
1437,finnish financial software solutions developer basware oyj said its net profit fell to 884000 euro 12 mln for the first quarter of 2007 from 20 mln euro 27 mln a year earlier,negative
1438,in this case the effect would be negative in finland,negative
1439,longed amzn 300 18982,positive
1440,the finnish national carrier said net loss in april through june was euro26 million down from a net profit of euro13 million a year earlier,neutral
1441,external net sales from the printing business fell by 437 partly due to the termination of the printing contract between ilkkayhtyma s printing house iprint oy and sector player hss media ab in december 2009 and the fall in printing prices,negative
1442,finnish geosentric s net sales decreased to eur 939000 in januarymarch 2009,negative
1443,every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium at production cost a letter of intent said,neutral
1444,in volume the focus is already outside finland as 60 of the group s products are made in poland and the baltic countries,neutral
1445,the contracts awarded to date in connection with the system amount to a total eur 36 million,neutral
1446,update 1bp shareholders back more disclosure on climate change risks,neutral
1447,in addition to the presentations held by president ceo kai telanne and cfo tuomas itkonen participants will have an opportunity to discuss with other members of the company s management,neutral
1448,acom httpstksco1g6x downside breakout looks to be coming soon,negative
1449,according to ceo hannu syrjnen a new common name and visual identity is required as the group has grown and internationalised,neutral
1450,metsabotnia will finance the payment of dividends the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the uruguay operations and shares in pohjolan voima and by utilising its existing financing facilities,neutral
1451,tsla yeah lets go down to 230s lol,negative
1452,561470 new shares under 2003 option rights plan packaging company huhtamaki oyj reported on monday that a total of 561470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan,neutral
1453,incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur near bangalore,neutral
1454,finnish plumbing and heating systems supplier uponor s net sales from continuing operations decreased by 94 in 2008 to eur 9492 mn from eur 10474 mn in 2007,negative
1455,adjustment to the fall in price level in contrast has been less effective,neutral
1456,bbry actually lost 03c per share if u incl vz as no debt and 31 in cash,negative
1457,revenue was slightly down at x20ac 495 million 634 million compared to x20ac 497 million a year earlier,neutral
1458,the core of solidium s investment strategy is proper value enhancing asset management of the current holdings,positive
1459,operating profit totalled eur 96 mn down from eur 420 mn the year before,neutral
1460,one of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard,neutral
1461,revenue in the quarter fell 8 percent to euro 24 billion compared to a year earlier,negative
1462,sanoma magazines net sales are estimated to grow in 2006,positive
1463,our indepth expertise extends to the fields of energy industry urban mobility and water environment,neutral
1464,the total value of the project is estimated to be over 30 mln euro 44 mln of which the services will be over 20 mln euro 29 mln and thirdparty licences more than 10 mln euro 15 mln,neutral
1465,passenger volumes rose by 84 in the accounting period,positive
1466,the value of the threeyear contract is estimated at eur40m,neutral
1467,tesla recalling 2700 model x units related to faulty latch for thirdrow seats fall to 25250 level on recall shares up 1 tsla,negative
1468,the agreement includes application maintenance and support services,neutral
1469,this location makes the mall a convenient place to shop for consumers from three large residential areas nearby jaroszowka wysockiego and zgody,positive
1470,tesla motors recalls 2700 model x suvs httpstcobfws3dbm0u tsla,negative
1471,talentum s net sales in september were smaller than expected,neutral
1472,subscription sales decreased slightly,negative
1473,food sales totalled eur 3235 mn in october 2009 representing a decrease of 55 from october 2008,negative
1474,profitability ebit was 136 compared to 143 in q2 2009,negative
1475,finnish suominen flexible packaging is cutting 48 jobs in its unit in tampere and two in nastola in finland,negative
1476,kesko s car import and retailing business vvauto saw sales grow by 171 pct,positive
1477,swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis,negative
1478,glencore fight back over debt fears lifts shares,positive
1479,tiimari latvian representative ineta zaharova said that the company earned lvl 122000 in 2005 profit which is 20 times more that in 2004,positive
1480,the measures result from decreased demand in technical design and product information,negative
1481,previously the company had guided for ebit and sales growth of 20 pct and 10 pct respectively for this year,positive
1482,as a result the company has decided it will implement fixedterm temporary layoffs,negative
1483,the energy sector accounted for approximately 33 and the steel industry for about 57 of the transportation volume,neutral
1484,sp downgrades barclays and rbs on government bailout fears,negative
1485,ahlstrom s share is quoted on the nasdaq omx helsinki,neutral
1486,market report eightday rally ends for ftse 100 and standard chartered,neutral
1487,went long on this cog will see 70s again me thinks,positive
1488,the company s annual loss amounted to eek 18mn compared to a profit of eek 73 mn in 2008,negative
1489,update easyjet passenger numbers aer lingus traffic up in february,positive
1490,the group s order portfolio decreased from eur 429 mn in 92007 to eur 333 mn in 22008,negative
1491,the operating loss amounted to eur 08 mn compared to a profit of eur 39 mn a year earlier,negative
1492,he joined rautakirja in 1997 to lead one of its four business areas and took up the position of president and ceo in 2001,neutral
1493,the dismissed staff members will now take the matter to court unless it can be settled outside,negative
1494,chief executive officer ollipekka kallasvuo s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple s iphone and rim s blackberry,neutral
1495,incap furniture is presently negotiating staff cuts,negative
1496,iwm same conditions that sent markets to tumble all hitting this week,negative
1497,at the request of finnish media company alma media s newspapers research manager jari kaivooja at the finland futures research centre at the turku school of economics has drawn up a future scenario for finland s national economy by using a model developed by the university of denver,neutral
1498,pretax loss totalled eur 499 mn compared to a loss of eur 154 mn in the corresponding period in 2008,neutral
1499,stora enso will receive a 199 pct equity interest in the combined company,neutral
1500,according to ringman finnish paper companies have acquired knowhow and capacity in paper recycling which has turned out to be a successful strategy,positive
1501,operating profit fell to eur 354 mn from eur 688 mn in 2007 including vessel sales gain of eur 123 mn,negative
1502,finnish fibrebased materials maker ahlstrom corp hel ahl1v said today it decided to close down its spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011,neutral
1503,adp news feb 4 2009 finnish broadband data communication systems and solutions company teleste oyj hel tlt1v said today its net profit decreased to eur 55 million usd 72 m for 2008 from eur 94 million for 200,negative
1504,at the moment valio is not worried but if the ban continues for long it may become quite a problem,negative
1505,ino up up and away,positive
1506,legal general share price finance chief to step down,negative
1507,in finland the bank of land reports its operating profit fell to eur 61 mn in the second quarter of 2008 from eur 75 mn in the second quarter of 2007,negative
1508,fiskars a 360yearold global business best known for its orangehandled scissors expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete,positive
1509,dnn picked some up like this going into 2014,positive
1510,marketing will use tikkurila s existing infra structure and local knowledge in russia,neutral
1511,xlb the weakest sector this year and possible false breakout httpstkscodl1z,negative
1512,konecranes has previously communicated an estimated reduction of about 1600 employees on group level in 2009,negative
1513,the output of the contracts totals 72 mwe,neutral
1514,vips similar pattern like beginning of may did u sell same nowwill go up much higher after this drop,positive
1515,operating profit improved to eur 203 mn from eur 114 mn,positive
1516,simultaneously alma media has purchased a 35 share of arena interactive a subsidiary of arena partners with a focus on mobile solutions development,neutral
1517,rockwell collins is a provider of flight deck cabin and information management solutions for business aircraft operators,neutral
1518,adp news may 29 2009 bank of america bofa downgraded today its ratings on swedishfinnish paper maker stora enso oyj hel sterv and on finnish sector player upmkymmene oyj hel upm1v to underperf,neutral
1519,the net sales of the power plants business were eur 7103 million in 2005,neutral
1520,reuters green mountain revenue misses shares plunge httpstksco13mw gmcr prints 4380 market in a foul mood bad day to disappoint,negative
1521,the actions are expected to deliver annual cost savings of some eur1520m,positive
1522,excluding nonrecurring items pretax profit surged 45 to eur80m,positive
1523,finnish mreal s kyro mill is starting negotiations to cut staff,negative
1524,finnish investment group norvestia oyj said its net profit fell to 235 mln euro 306 mln in 2006 from 335 mln euro 436 mln in 2005,negative
1525,kiosk and cinema operations have suffered in particular,negative
1526,huhtamaki s rigid plastic consumer goods operations which are mainly in europe will be separated into a new reporting segment as of 1 january 2009,neutral
1527,the new office located in shenzhen will strengthen vaisala s already 10year old presence in china,positive
1528,the pine oil project is related to the upgrade of the chemical recovery plant of upm at its pulp mill in kymi southern finland,neutral
1529,our cannedpreserved food in finland report offers a comprehensive guide to the size and shape of the market at a national level,neutral
1530,the largest construction company in finland yit corporation is to acquire 70 of the shares in the slovak construction company reding bratislava,neutral
1531,the period s sales dropped to eur30 6 m from eur38 3 m according to the interim report released today,negative
1532,sanoma magazines finland s net sales grew to eur 1401 mn from eur 1318 mn,positive
1533,with the extension of the new contract for a further eight engines the plant will now produce over 100 mw it said,positive
1534,most of the raw materials come from europe and the us and are paid in euros or us dollars while sales take place in rubles,neutral
1535,the liquidity providing was interrupted on may 11 2007 when aspocomp group oyj s shares traded below 050 cent aspocomp s stock exchange release 1152007,negative
1536,by acquiring rcp we can combine our strong knowhow with the expertise of a solid local company,positive
1537,glaxos viiv healthcare signs china manufacturing deal with desano,positive
1538,lifetree was founded in 2000 and its revenues have risen on an average by 40 with margins in late 30s,positive
1539,prior to the transaction whose financial terms have not been disclosed alma media owned 40 of kotikokki net,neutral
1540,the finnish company previously said its operating result will be lower than the breakeven posted a year earlier,neutral
1541,rio tinto swings to loss drops dividend policy,negative
1542,operating profit for the 12month period decreased from eur157 5 m while net sales increased from eur634 3 m as compared to 2007,neutral
1543,technik i still have a smaller gild pos being very tender with cash due to volatility so reluctant to keep many big positions,positive
1544,fb trend hits mid 110s and drops,negative
1545,all of raisio s divisions recorded an operating profit,positive
1546,the swedish player became majority owner of ucell in mid2007,neutral
1547,the orders consist in total of over 1600 panels of liftaway weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2000 to 13300 teus,neutral
1548,the company said that sales in the three months to the end of march slid to eur86 4 m us 1134 m from eur91 2 m last year,negative
1549,acando ab acanb ss fell 89 percent to 1335 kronor the lowest close since dec 11,neutral
1550,the company s profit before taxes fell to eur 211 mn in the third quarter of 2008 compared to eur 358 mn in the corresponding period in 2007,negative
1551,18 march 2010 a leakage in the gypsum pond was detected today at the talvivaara mine,negative
1552,proving that good cellphone design is truly a work of art the website for the nokia 6131 provides a colorful canvas for the expression of mobileinspired sentiments,positive
1553,qcom chart qualcomm short 618 retracement trendline and resistance httpstco2wqqh35koy,negative
1554,millercoors delivers 29 underlying net income growth for 2014,positive
1555,the bank forecasts finland s gdp will grow by 2 in 2010 and in 2011,positive
1556,scanfil has also issued a profit warning,negative
1557,fb gettin in the buy zone soon,positive
1558,adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today it slipped to a net loss of eur 184 million usd 2597 m for the first half of 2009 from a net profit of eur 2,negative
1559,under the deal know it will pay sek90m usd12 8 meur8 6 m in cash and stock,neutral
1560,comparable operating profit totaled eur 47 mn down from eur 51 mn in the corresponding period in 2005 representing 74 of net sales,neutral
1561,stock exchange announcement 20 july 2006 1 1 basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program,neutral
1562,royal mail johnson matthey lead ftse lower,negative
1563,closing of such transaction took place today,neutral
1564,thanksto improvements in demand and the adjustments we have made theutilization rates of cramo s fleet have substantiallyimproved,positive
1565,googl gets an upgrade price target 970,positive
1566,kndi lets see some higher highs and higher lows rest of the day slow and steady,positive
1567,the fair value change of investment properties was eur 158 mn compared to eur 229 mn in the third quarter of 2009,negative
1568,com and possibly also through photomsn,neutral
1569,inve see ya above 8,positive
1570,the operating margin of aker yards cruise ferries division went down from 83 to 64 in the first quarter of 2007,negative
1571,all are welcome,neutral
1572,fb aapl nke jwn bearish charts keep getting worse,negative
1573,however this increases signaling traffic which wastes network resources and allows fewer smartphones to connect,negative
1574,tim cockroft brings with him an excellent track record having more than 18 years experience moreover tim has successfully developed the capital markets operations at kaupthing singer friedlander involving corporate finance and broking with a focus on midmarket companies,positive
1575,grpn might be selling off ahead of p earnings,negative
1576,exports accounted for 654 of net sales representing an all time record for the company,positive
1577,earnings per share eps amounted to eur0 03 up from the loss of eur0 08,positive
1578,its product portfolio comprises harvesters forwarders harvester heads as well as cranes and loaders,neutral
1579,lt also acquired a 50 pct stake in local sector company salvor oy at the beginning of september 2007,neutral
1580,it inspects the companys strategic strengths and weaknesses,neutral
1581,ocn has the stuff will be looking to add shares if we get a new high breakout,positive
1582,the share subscription period for stock options 2007a is between 1 april 2010 and 31 march 2012,neutral
1583,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as cry babies,negative
1584,finnish glass technology company glaston oyj abp net profit decreased to 26 mln euro 38 mln for the first nine months of 2007 from 78 mln euro 114 mln for the same period of 2006,negative
1585,our customers come from the following countries uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia and liechtenstein,neutral
1586,celg back near 104 where it opened and rallied higher last wk a good place to take a shot httpstcozwhthsvfsf,positive
1587,finnish retail software developer aldata solution oyj reported a net loss of 117 mln euro 172 mln for 2007 versus a net profit of 25 mln euro 37 mln for 2006,neutral
1588,the main strength of the cooperation project lies in merging the knowhow of two large companies,positive
1589,the planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill,neutral
1590,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse,neutral
1591,aapl has broken its downtrend but 200dma proving to be stiff resistance short term httpstcovlzlgvihzv,positive
1592,earnings per share were higher at 048 against 037 a year before and ahead of market consensus of 040 eur,positive
1593,cocacola was the market leader of manufacturers with a market share of 369 down 22 from the corresponding period in 20042005,neutral
1594,tesco closes in on new chairman with dixons carphones john allan in the frame,positive
